request,category,action,confidence,capabilities
"find asset by service type",asset_management,query_assets,0.95,"asset_management|asset_query"
"check connectivity to server1",troubleshooting,fix_problem,0.77,"service_management|system_info|process_management"
"investigate out of memory in service",troubleshooting,diagnose_issue,0.97,"system_monitoring|log_analysis|process_monitoring"
"restore /var/www from /backup/daily",automation,execute_command,0.89,"system_info|process_management"
"list hosts in test",asset_management,list_servers,0.87,"asset_management|resource_listing"
"discover assets in 10.0.0.0/16",asset_management,get_asset_info,0.78,"asset_management|asset_query"
"backup /var/log to /tmp",automation,start_service,0.84,"service_management|system_monitoring"
"backup /var/www to /backup",automation,restore_data,0.81,"disk_management|system_info|process_management"
"explain load balancing",information,list_resources,0.92,"resource_listing|system_info|infrastructure_info"
"list hosts in test",asset_management,get_asset_info,0.85,"asset_management|asset_query"
"change max_connections to 100",configuration,update_environment,0.81,"system_info|service_management"
"get information about server",asset_management,list_hosts,0.75,"asset_management|resource_listing"
"calculate memory usage",information,list_resources,0.88,"resource_listing|system_info"
"list available credentials",asset_management,query_assets,0.81,"asset_management|asset_query"
"show documentation for docker",information,show_documentation,0.96,"system_info"
"count active servers",asset_management,count_assets,0.9,"asset_management|asset_query"
"display contents of /etc/hostname",information,compute,0.83,"system_info|resource_listing"
"execute ps aux",automation,run_script,0.82,"system_info|process_management|disk_management"
"backup /var/log to /archive",automation,restore_data,0.82,"disk_management|system_info"
"get information about database",asset_management,search_assets,0.86,"asset_management|asset_query"
"backup /etc/nginx to /tmp",automation,stop_service,0.89,"service_management|system_monitoring"
"check connectivity to web-01",troubleshooting,fix_problem,0.9,"service_management|system_info|process_management"
"restart docker service",automation,restore_data,0.97,"disk_management|system_info|service_management"
"discover assets in 10.0.0.0/16",asset_management,search_assets,0.86,"asset_management|asset_query"
"find asset by service type",asset_management,list_credentials,0.77,"credential_access|secret_retrieval"
"list hosts in staging",asset_management,asset_discovery,0.87,"asset_management|network_info|resource_listing"
"check status of apache",monitoring,check_status,0.91,"system_monitoring|service_management|memory_monitoring"
"search for db-primary",asset_management,query_assets,0.75,"asset_management|asset_query"
"monitor performance of web-01",monitoring,monitor_performance,0.83,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"execute df -h",automation,stop_service,0.77,"service_management|system_monitoring"
"get credentials for nginx",asset_management,asset_count,0.95,"asset_management|asset_query"
"deploy application to test",automation,stop_service,0.79,"service_management|system_monitoring|system_info"
"search for web-server",asset_management,asset_discovery,0.76,"asset_management|network_info"
"diagnose performance issues on db-server",troubleshooting,diagnose_performance,0.82,"system_monitoring|memory_monitoring|process_monitoring"
"deploy api to staging",automation,start_service,0.83,"service_management|system_monitoring|disk_management"
"show dashboard for nginx",monitoring,check_alerts,0.78,"system_monitoring|log_analysis"
"restart postgresql service",automation,restore_data,0.78,"disk_management|system_info|process_management"
"list all servers",asset_management,list_credentials,0.88,"credential_access|secret_retrieval"
"list available databases",information,answer_question,0.8,"system_info"
"run deploy.py on 192.168.1.100",automation,execute_command,0.97,"system_info|process_management"
"check alerts for development",monitoring,monitor_performance,0.93,"system_monitoring|memory_monitoring|process_monitoring"
"fix memory leak on db-server",troubleshooting,diagnose_issue,0.81,"system_monitoring|log_analysis|process_monitoring"
"show documentation for monitoring",information,get_status_info,0.84,"system_info|system_monitoring"
"calculate memory usage",information,math,0.88,"system_info"
"check status of docker",monitoring,check_alerts,0.92,"system_monitoring|log_analysis|disk_monitoring"
"investigate connection timeout in API",troubleshooting,diagnose_performance,0.82,"system_monitoring|memory_monitoring|process_monitoring|log_analysis"
"restore /var/www from /snapshots/latest",automation,backup_data,0.91,"disk_management|system_info"
"list hosts in development",asset_management,list_assets,0.95,"asset_management|resource_listing|asset_query"
"check connectivity to 192.168.1.100",troubleshooting,diagnose_issue,0.95,"system_monitoring|log_analysis|process_monitoring"
"emergency shutdown of apache",automation,emergency_response,0.78,"service_management|system_monitoring|process_management|system_info"
"show dashboard for postgresql",monitoring,check_status,0.82,"system_monitoring|service_management"
"update staging settings",configuration,update_environment,0.98,"system_info|service_management"
"get asset server-001",asset_management,find_asset,0.82,"asset_management|asset_query|network_info"
"list hosts in production",asset_management,search_assets,0.91,"asset_management|asset_query|network_info"
"monitor performance of web-01",monitoring,view_dashboard,0.88,"system_monitoring|api_query"
"what is the status of web server",information,show_examples,0.85,"system_info"
"explain SSL certificates",information,compute,0.78,"system_info"
"calculate memory usage",information,describe_system,0.91,"system_info|infrastructure_info"
"list available databases",information,get_help,0.77,"system_info|resource_listing"
"list hosts in development",asset_management,asset_count,0.79,"asset_management|asset_query"
"what is the status of web server",information,list_resources,0.96,"resource_listing|system_info"
"find asset by IP address",asset_management,list_servers,0.82,"asset_management|resource_listing|asset_query"
"run deploy.py on 192.168.1.100",automation,restart_service,0.88,"service_management|system_monitoring"
"get credentials for apache",asset_management,list_hosts,0.85,"asset_management|resource_listing"
"check status of ssh",monitoring,get_metrics,0.94,"system_monitoring|memory_monitoring|disk_monitoring|process_monitoring"
"configure mysql on db-server",configuration,update_security,0.84,"system_info|service_management"
"discover assets in 192.168.1.0/24",asset_management,get_asset_info,0.96,"asset_management|asset_query"
"read /etc/hostname",information,answer_question,0.81,"system_info"
"show dashboard for docker",monitoring,check_health,0.89,"system_monitoring|service_management"
"change port to 30s",configuration,update_security,0.77,"system_info|service_management"
"check status of redis",monitoring,check_alerts,0.94,"system_monitoring|log_analysis"
"deploy microservice to production",automation,start_service,0.79,"service_management|system_monitoring"
"set permissions for /etc/nginx",configuration,update_config,0.87,"system_info|service_management"
"get asset server-001",asset_management,list_credentials,0.9,"credential_access|secret_retrieval"
"get status report",information,describe_system,0.76,"system_info|infrastructure_info"
"check alerts for development",monitoring,check_status,0.85,"system_monitoring|service_management|process_monitoring"
"list available databases",information,show_documentation,0.77,"system_info"
"deploy api to development",automation,emergency_response,0.92,"service_management|system_monitoring|process_management|disk_management"
"configure ssh on 192.168.1.100",configuration,update_config,0.79,"system_info|service_management"
"list available databases",information,get_status_info,0.91,"system_info|system_monitoring"
